ticker,company,sector,industry,country,market_cap,pe,ps,pb,p_free_cash_flow,dividend_yield,performance_half_year,price,bb,pe_rank,ps_rank,pb_rank,pfcf_rank,bby,shy,shy_rank,evebitda_rank,rank,ovr_rank
DAC,Danaos Corporation,Services,Shipping,Greece,661910000.0,37.69,1.19,0.9,3.82,0.0,-3.21,6.03,0,14.855708908406525,69.25972396486826,78.2685069008783,50.690087829360095,-0.0,0.0,24.868255959849435,50,287.9422835633626,42.4090338770389
DAKT,Daktronics Inc.,Technology,Computer Based Systems,USA,511990000.0,24.89,0.83,2.41,36.31,3.42,-7.94,11.7,-2513000,26.524466750313675,78.99623588456713,39.47302383939774,16.61229611041405,0.4908298990214653,3.9108298990214654,71.86951066499373,50,283.47553324968635,39.87452948557089
DAL,"Delta Air Lines, Inc.",Services,Major Airlines,USA,34680000000.0,19.04,0.85,3.66,10.19,1.24,-7.15,43.6,2100000000,38.64491844416562,78.56963613550816,24.993726474278542,44.71769134253451,-6.055363321799308,-4.815363321799308,6.675031367628607,50,243.60100376411543,24.416562107904642
DAN,Dana Holding Corporation,Consumer Goods,Auto Parts,USA,2730000000.0,8.6,0.42,2.74,18.08,1.41,-23.32,17.03,273000000,66.95106649937264,90.61480552070263,34.203262233375156,33.676286072772896,-10.0,-8.59,2.5094102885821834,50,277.9548306148055,37.66624843161857
DANG,E-Commerce China Dangdang Inc.,Services,Catalog & Mail Order Houses,China,535690000.00000006,662.0,0.41,5.3,0.0,0.0,-27.17,6.62,-242238000,0.5018820577164366,90.94102885821832,15.23212045169385,76.41154328732748,45.219809964718394,45.219809964718394,98.51944792973651,50,331.6060225846926,62.986198243412794
DAR,Darling Ingredients Inc.,Industrial Goods,Waste Management,USA,2140000000.0000002,24.45,0.58,1.15,16.32,4.63,-26.61,12.96,806000,27.202007528230865,85.87202007528231,69.05897114178168,36.28607277289837,-0.03766355140186915,4.592336448598131,74.15307402760351,50,342.57214554579673,67.4780426599749
DATA,"Tableau Software, Inc.",Technology,Application Software,USA,7150000000.0,0.0,13.55,10.04,101.21,0.0,2.72,99.48,-19643000,76.36135508155584,11.442910915934755,6.072772898368884,4.893350062735257,0.2747272727272727,0.2747272727272727,41.70639899623588,50,190.47678795483063,9.309912170639901
DATE,Jiayuan.com International Ltd.,Technology,Internet Information Providers,China,215650000.0,53.92,2.12,3.11,0.0,0.0,28.88,6.47,0,8.983688833124216,52.6474278544542,30.062735257214555,76.33626097867001,-0.0,0.0,23.638644918444164,50,241.66875784190714,23.914680050188206
DB,Deutsche Bank AG,Financial,Foreign Regional Banks,Germany,40810000000.0,22.51,1.43,0.5,25.9,2.79,-7.27,29.71,0,30.56461731493099,63.889585947302386,90.13801756587202,24.165621079046424,-0.0,2.79,65.79673776662484,50,324.55457967377663,59.47302383939774
DBD,"Diebold, Incorporated",Technology,Diversified Computer Systems,USA,2060000000.0,25.16,0.68,4.42,58.01,3.63,-12.04,31.7,-89000,26.14805520702635,83.46298619824341,19.247176913425346,9.585947302383941,0.004320388349514564,3.6343203883495145,70.43914680050189,50,258.8833124215809,29.937264742785448
DBVT,DBV Technologies S.A.,Healthcare,Diagnostic Substances,France,1520000000.0,0.0,257.72,12.85,0.0,0.0,63.21,38.55,0,76.26097867001255,4.642409033877039,4.1405269761606025,76.26097867001255,-0.0,0.0,23.71392722710163,50,235.01882057716438,22.082810539523212
DCI,"Donaldson Company, Inc.",Industrial Goods,Diversified Machinery,USA,4300000000.0,19.9,1.77,5.12,80.11,2.15,-15.77,31.64,302832000,36.71267252195734,57.21455457967378,15.834378920953576,6.373902132998745,-7.042604651162791,-4.892604651162792,6.449184441656211,50,172.58469259723967,5.746549560853199
DCM,"NTT DOCOMO, Inc.",Technology,Diversified Communication Services,Japan,85880000000.0,25.76,2.41,1.91,96.38,2.7,18.32,21.12,0,25.19447929736512,48.63237139272271,48.58218318695107,5.269761606022585,-0.0,2.7,65.14429109159347,50,242.82308657465495,24.215809284818068
DCO,Ducommun Inc.,Industrial Goods,Aerospace/Defense Products & Services,USA,263040000.00000003,34.41,0.36,1.02,7.39,0.0,-8.16,23.74,119000,16.712672521957337,92.27101631116687,73.37515683814304,48.00501882057716,-0.04524026763990267,-0.04524026763990267,22.835633626097867,50,303.1994981179423,50.238393977415306
DCOM,Dime Community Bancshares Inc.,Financial,Savings & Loans,USA,625540000.0,12.94,3.57,1.27,22.42,3.33,8.5,16.82,-3798000,57.08908406524466,37.71643663739022,65.2948557089084,27.854454203262236,0.6071554177190907,3.9371554177190906,71.99498117942284,50,309.94981179422837,53.4504391468005
DCT,DCT Industrial Trust Inc.,Financial,REIT - Industrial,USA,2990000000.0,33.56,8.64,1.71,0.0,3.3,-5.75,33.9,-150709000,17.214554579673777,18.017565872020075,53.099121706398996,76.13550815558344,5.0404347826086955,8.340434782608696,84.8431618569636,50,299.3099121706399,48.48180677540778
DD,E. I. du Pont de Nemours and Company,Basic Materials,Agricultural Chemicals,USA,47050000000.0,15.52,1.43,3.53,0.0,2.92,-28.33,52.0,978000000,50.16311166875784,64.06524466750314,26.072772898368886,76.11041405269762,-2.0786397449521785,0.8413602550478214,49.68632371392723,50,316.0978670012547,55.884567126725216
DDC,Dominion Diamond Corporation,Basic Materials,Nonmetallic Mineral Mining,Canada,1100000000.0,18.31,1.18,0.82,11.81,3.12,-23.15,12.82,0,40.87829360100376,69.46047678795483,83.6888331242158,42.23337515683814,-0.0,3.12,67.67879548306148,50,353.93977415307404,71.91969887076537
DDD,3D Systems Corporation,Technology,Computer Peripherals,USA,1370000000.0,0.0,1.99,1.07,0.0,0.9,-60.34,12.21,-1381000,76.06022584692597,54.22835633626097,71.91969887076537,76.06022584692597,0.10080291970802918,1.0008029197080293,51.94479297365119,50,380.21329987452947,85.7465495608532
DDR,DDR Corp.,Financial,REIT - Retail,USA,5920000000.0,0.0,5.87,1.92,0.0,4.22,-15.99,16.34,-16972000,76.03513174404016,24.51693851944793,48.48180677540778,76.03513174404016,0.2866891891891892,4.5066891891891885,73.9021329987453,50,348.9711417816813,70.16311166875784
DDS,Dillard's Inc.,Services,Department Stores,USA,3730000000.0,11.74,0.55,1.9,10.38,0.26,-25.02,92.5,224486000,59.799247176913426,86.85069008782936,48.908406524466756,44.39146800501882,-6.018391420911528,-5.758391420911528,5.094102885821832,50,295.0439146800502,46.19824341279799
DE,Deere & Company,Industrial Goods,Farm & Construction Machinery,USA,27810000000.0,11.62,0.84,3.43,45.28,2.88,-7.23,83.29,2684700000,60.10037641154329,78.72020075282309,26.900878293601004,12.823086574654956,-9.653721682847896,-6.7737216828478966,3.7390213299874526,50,232.28356336260978,20.978670012547052
DEA,"Easterly Government Properties, Inc.",Financial,REIT - Office,USA,378020000.0,0.0,11.49,0.98,51.08,5.37,-2.24,15.64,75.9598494353827,14.479297365119198,74.80552070263488,11.141781681304893,5.37,76.53701380175659,50,302.9234629861983,50.1129234629862
DECK,Deckers Outdoor Corp.,Consumer Goods,Textile - Apparel Footwear & Accessories,USA,2109999999.9999998,15.1,1.16,2.52,19.71,0.0,-14.63,64.46,139340000,51.19196988707654,69.8870765370138,37.76662484316186,31.11668757841907,-6.603791469194313,-6.603791469194313,3.96486825595985,50,243.9272271016311,24.592220828105397
DEG,Etablissements Delhaize Freres et Cie Le Lion,Services,Grocery Stores,Belgium,9300000000.0,62.44,0.38,1.39,36.82,2.0,1.88,22.48,0,7.302383939774153,91.94479297365119,61.53074027603513,16.311166875784192,-0.0,2.0,60.57716436637391,50,287.66624843161856,42.28356336260979
DEI,Douglas Emmett Inc,Financial,REIT - Diversified,USA,4330000000.0,89.76,7.05,2.22,0.0,2.84,0.85,29.62,-2467000,4.692597239648682,20.627352572145547,42.91091593475534,75.88456712672522,0.05697459584295612,2.896974595842956,66.57465495608533,50,260.6900878293601,30.740276035131743
DEL,Deltic Timber Corporation,Industrial Goods,"Lumber, Wood Production",USA,794300000.0,65.56,3.83,2.92,248.22,0.64,-4.53,62.94,3353000,6.775407779171895,35.88456712672522,32.0702634880803,2.082810539523212,-0.42213269545511767,0.21786730454488235,40.727728983688834,50,167.54077791718947,4.9435382685069005
DENN,Denny's Corporation,Services,Restaurants,USA,983650000.0,28.12,2.01,393.67,15.71,0.0,2.52,11.81,31068000,22.233375156838143,53.9021329987453,0.150564617314931,36.938519447929735,-3.1584405022111524,-3.1584405022111524,9.912170639899625,50,173.13676286072774,5.846925972396487
DEO,Diageo plc,Consumer Goods,Beverages - Wineries & Distillers,United Kingdom,66150000000.00001,17.85,3.91,5.45,141.22,4.12,-7.67,105.67,0,42.33375156838143,35.30740276035132,14.705144291091592,3.5131744040150563,-0.0,4.12,72.7478042659975,50,218.60727728983693,16.838143036386448
DEPO,DepoMed Inc.,Healthcare,Drug Manufacturers - Other,USA,1730000000.0,36.86,4.65,4.98,44.8,0.0,40.24,28.75,-10897000,15.432873274780427,30.639899623588455,16.4366373902133,13.02383939774153,0.6298843930635839,0.6298843930635839,47.35257214554579,50,172.88582183186952,5.771643663739021
DERM,"Dermira, Inc.",Healthcare,Biotechnology,USA,704460000.0,0.0,96.5,4.76,0.0,0.0,49.54,24.15,-169133000,75.7590966122961,5.34504391468005,17.49058971141782,75.7590966122961,24.008886239105127,24.008886239105127,95.75909661229612,50,320.1129234629862,57.54077791718946
DF,Dean Foods Company,Consumer Goods,Dairy Products,USA,1590000000.0,0.0,0.18,2.77,6.94,1.66,4.97,16.84,-3847000,75.73400250941029,96.81304893350062,33.776662484316184,48.431618569636136,0.24194968553459117,1.901949685534591,59.54830614805521,50,364.3036386449184,77.2396486825596
DFRG,"Del Frisco's Restaurant Group, Inc.",Services,Restaurants,USA,345890000.0,21.38,1.09,1.56,0.0,0.0,-25.73,14.75,2470000,32.99874529485571,71.76913425345045,57.0138017565872,75.70890840652447,-0.7140998583364654,-0.7140998583364654,18.168130489335006,50,305.65872020075284,51.46800501882057
DFS,Discover Financial Services,Financial,Credit Services,USA,23610000000.0,11.21,3.04,2.23,7.7,2.06,-9.66,54.24,1860000000,61.15432873274781,42.38393977415307,42.83563362609787,47.7038895859473,-7.878017789072427,-5.818017789072426,5.043914680050189,50,249.12170639899625,26.42409033877039
DFT,"DuPont Fabros Technology, Inc.",Financial,REIT - Office,USA,2350000000.0,26.39,5.4,2.46,0.0,5.79,-9.23,29.03,38550000,24.366373902133,26.57465495608532,38.82057716436638,75.65872020075282,-1.6404255319148935,4.149574468085106,72.8732747804266,50,288.2936010037641,42.50941028858218
DG,Dollar General Corporation,Services,"Discount, Variety Stores",USA,22870000000.0,21.32,1.18,4.3,24.03,1.14,8.32,76.97,531561000,33.17440401505646,69.48557089084065,20.0,25.947302383939775,-2.324271972015741,-1.1842719720157413,16.18569636135508,50,214.79297365119197,15.78419071518193
DGI,"DigitalGlobe, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,1610000000.0,151.67,2.35,1.26,17.49,0.0,-23.22,22.75,125700000,2.3839397741530743,49.25972396486826,65.42032622333751,34.75533249686324,-7.807453416149068,-7.807453416149068,2.986198243412798,50,204.80552070263488,13.099121706398996
DGICA,Donegal Group Inc.,Financial,Property & Casualty Insurance,USA,443090000.0,14.85,0.72,0.91,7.12,3.75,-4.44,14.4,-22412000,52.09535759096612,82.25846925972397,77.84190715181933,48.255959849435385,5.058114604256471,8.80811460425647,85.62107904642409,50,396.0727728983689,90.8155583437892
DGII,Digi International Inc.,Technology,Networking & Communication Devices,USA,248650000.0,62.19,1.2,0.92,71.04,0.0,-2.83,9.95,758000,7.327478042659975,69.10915934755333,77.34002509410288,7.478042659974905,-0.3048461693142972,-0.3048461693142972,20.37641154328733,50,231.63111668757844,20.70263488080301
DGX,Quest Diagnostics Inc.,Healthcare,Medical Laboratories & Research,USA,10070000000.0,20.89,1.33,2.34,25.57,2.17,-0.64,70.18,121000000,34.40401505646173,65.92220828105395,40.55207026348808,24.391468005018822,-1.2015888778550148,0.9684111221449851,51.44291091593476,50,266.71267252195736,33.12421580928482
DHF,Dreyfus High Yield Strategies Fund,Financial,Closed-End Fund - Debt,USA,231720000.0,31.9,8.25,0.83,0.0,10.97,-8.17,3.19,0,18.795483061480553,18.59473023839398,83.11166875784191,75.5081555834379,-0.0,10.97,88.25595984943538,50,334.2659974905897,64.11543287327478
DHI,DR Horton Inc.,Industrial Goods,Residential Construction,USA,11370000000.0,16.85,1.12,2.02,0.0,0.81,14.79,31.01,-26100000,45.59598494353827,70.9159347553325,46.29861982434128,75.48306148055207,0.22955145118733508,1.0395514511873352,52.47176913425346,50,340.76537013801754,66.85069008782935
DHIL,Diamond Hill Investment Group Inc.,Financial,Asset Management,USA,648720000.0,16.78,5.56,6.32,18.7,0.0,35.0,190.8,0,45.92220828105395,25.796737766624844,11.593475533249686,32.59723964868256,-0.0,0.0,24.51693851944793,50,190.42659974905897,9.259723964868256
DHR,Danaher Corp.,Industrial Goods,Diversified Machinery,USA,59430000000.0,23.95,2.93,2.56,19.88,0.62,0.42,86.95,28.005018820577167,43.588456712672524,37.18946047678796,30.865746549560853,0.62,47.27728983688833,50,236.92597239648683,22.434127979924718
DHT,"DHT Holdings, Inc.",Services,Shipping,Bermuda,653660000.0,23.47,2.95,0.94,0.0,8.52,1.62,7.04,0,28.732747804265994,43.3375156838143,76.61229611041406,75.4077791718946,-0.0,8.52,85.09410288582183,50,359.1844416562108,74.8306148055207
DHX,"DHI Group, Inc.",Services,Staffing & Outsourcing Services,USA,441050000.0,16.26,1.66,2.38,8.73,0.0,-5.24,8.13,21661000,47.728983688833125,59.32245922208281,40.0,46.70012547051443,-4.911234553905453,-4.911234553905453,6.373902132998745,50,250.1254705144291,26.85069008782936
DHY,"Credit Suisse High Yield Bond Fund, Inc.",Financial,Asset Management,USA,234750000.0,47.0,7.34,0.8,2.66,12.34,-11.46,2.35,0,10.740276035131744,19.97490589711418,84.44165621079046,51.31744040150564,-0.0,12.34,89.81179422835633,50,306.28607277289836,51.769134253450446
DIN,"DineEquity, Inc.",Services,Restaurants,USA,1850000000.0,36.29,2.74,6.54,32.6,3.57,-10.26,97.97,30278000,15.608531994981178,45.520702634880806,10.991217063989962,19.222082810539522,-1.6366486486486487,1.9333513513513512,59.874529485570896,50,201.21706398996236,12.371392722710164
DIOD,Diodes Incorporated,Technology,Semiconductor - Integrated Circuits,USA,938470000.0,15.2,1.06,1.14,35.68,0.0,-30.61,19.31,-11122000,50.86574654956085,72.64742785445421,69.1844416562108,17.038895859473023,1.185120462028621,1.185120462028621,53.60100376411543,50,313.33751568381433,54.88080301129234
DIS,The Walt Disney Company,Services,Entertainment - Diversified,USA,166830000000.0,20.51,3.25,3.6,36.16,1.34,-5.31,98.84,3511000000,35.18193224592221,40.326223337515685,25.47051442910916,16.73776662484316,-2.104537553197866,-0.7645375531978658,17.867001254705144,50,185.58343789209536,8.406524466750314
DISCA,"Discovery Communications, Inc.",Services,CATV Systems,USA,11350000000.0,16.94,1.76,2.14,10.09,0.0,-16.2,27.1,1191000000,45.21957340025094,57.365119196988715,44.34127979924718,45.04391468005019,-10.493392070484582,-10.493392070484582,1.8569636135508156,50,243.82685069008784,24.567126725219573
DISCK,"Discovery Communications, Inc.",Services,CATV Systems,USA,7130000000.0,16.24,1.11,3.07,0.0,0.0,-14.34,25.99,47.80426599749059,71.11668757841908,30.338770388958597,75.23212045169385,0.0,24.742785445420328,50,299.23462986198246,48.33124215809285
DISH,Dish Network Corp.,Services,CATV Systems,USA,28230000000.0,22.91,1.89,10.58,147.1,0.0,-21.24,60.95,-243439000,29.962358845671268,55.63362609786701,5.520702634880803,3.4378920953575913,0.8623414806942968,0.8623414806942968,49.987452948557085,50,194.54203262233375,10.715181932245923
DJCO,Daily Journal Corp.,Services,Publishing - Newspapers,USA,272140000.0,126.41,6.09,1.97,55.54,0.0,4.2,197.2,0,2.9611041405269765,23.488080301129237,47.52823086574655,10.26348808030113,-0.0,0.0,24.79297365119197,50,159.03387703889587,3.613550815558344
DK,"Delek US Holdings, Inc.",Basic Materials,Oil & Gas Refining & Marketing,USA,1990000000.0,13.2,0.29,1.51,0.0,1.92,-6.85,31.28,66300000,56.486825595984946,94.15307402760351,58.26850690087829,75.15683814303638,-3.3316582914572868,-1.4116582914572868,15.257214554579674,50,349.3224592220828,70.3387703889586
DKL,"Delek Logistics Partners, LP",Basic Materials,Independent Oil & Gas,USA,960900000.0,14.66,1.34,0.0,18.3,5.66,1.33,38.84,-1731000,52.54705144291092,65.54579673776662,95.25721455457968,33.24968632371393,0.18014361536059945,5.840143615360599,78.09284818067755,50,374.6925972396487,82.68506900878295
DKS,Dick's Sporting Goods Inc.,Services,Sporting Goods Stores,USA,5860000000.0,17.47,0.84,3.32,31.86,1.11,-9.24,49.44,297579000,43.61355081555834,78.64491844416563,28.005018820577167,19.673776662484315,-5.078139931740614,-3.9681399317406134,8.456712672521958,50,228.39397741530738,19.87452948557089
DL,China Distance Education Holdings Limited,Services,Education & Training Services,China,343900000.0,14.31,3.3,4.48,22.48,8.13,-44.82,9.59,0,53.50062735257215,40.025094102885824,18.870765370138017,27.728983688833125,-0.0,8.13,84.46675031367629,50,274.59222082810544,36.31116687578419
DLB,"Dolby Laboratories, Inc.",Technology,Diversified Electronics,USA,3260000000.0,18.26,3.38,1.79,39.36,1.26,-19.71,31.78,43091000,41.00376411543287,39.29736511919699,51.267252195734,15.131744040150567,-1.3218098159509202,-0.061809815950920166,22.659974905897116,50,219.36010037641154,16.938519447929735
DLNG,Dynagas LNG Partners LP,Services,Shipping,Monaco,496350000.0,8.9,4.08,1.67,0.0,12.1,-26.91,13.97,0,66.14805520702635,34.30363864491844,54.00250941028858,75.03136762860728,-0.0,12.1,89.51066499372648,50,368.9962358845671,79.79924717691343
DLPH,Delphi Automotive PLC,Consumer Goods,Auto Parts,United Kingdom,20490000000.0,16.49,1.28,8.33,21.57,1.39,-8.45,72.07,1208000000,46.82559598494354,67.2271016311167,7.854454203262233,28.75784190715182,-5.895558809175207,-4.5055588091752075,7.1769134253450435,50,207.84190715181936,13.85194479297365
DLR,Digital Realty Trust Inc.,Financial,REIT - Office,USA,8960000000.0,32.49,5.42,3.2,56.98,5.16,-0.32,65.95,569000,18.168130489335006,26.524466750313675,29.18444165621079,9.836888331242157,-0.0063504464285714275,5.153649553571428,75.93475533249686,50,209.6486825595985,14.303638644918445
DLTR,"Dollar Tree, Inc.",Services,"Discount, Variety Stores",USA,17910000000.0,29.71,2.04,8.42,33.31,0.0,-1.86,76.35,-6200000,20.627352572145547,53.626097867001256,7.678795483061481,18.64491844416562,0.03461753210496929,0.03461753210496929,36.78795483061481,50,187.3651191969887,8.732747804265998
DLX,Deluxe Corp.,Services,Business Services,USA,2950000000.0,14.56,1.71,4.06,14.78,2.03,-12.17,59.13,2029000,52.722710163111664,58.444165621079044,21.580928481806776,38.168130489335006,-0.06877966101694916,1.9612203389830507,60.15056461731493,50,281.0664993726474,38.94604767879548
DM,"Dominion Midstream Partners, LP",Basic Materials,Oil & Gas Pipelines,USA,2320000000.0,0.0,7.59,3.73,0.0,2.23,-18.45,33.6,-273100000,74.90589711417816,19.523212045169387,24.416562107904642,74.90589711417816,11.77155172413793,14.001551724137931,91.19196988707654,50,334.94353826850687,64.39146800501882
DMLP,Dorchester Minerals LP,Financial,Diversified Investments,USA,426450000.0,15.98,9.09,5.54,0.0,4.82,-40.02,13.9,0,48.48180677540778,17.590966122961106,14.2534504391468,74.88080301129236,-0.0,4.82,74.93099121706399,50,280.138017565872,38.51944792973651
DMND,"Diamond Foods, Inc.",Consumer Goods,Processed & Packaged Goods,USA,957310000.0,41.09,1.09,3.2,25.33,0.0,16.74,30.41,2046000,13.199498117942285,71.86951066499373,29.109159347553327,24.54203262233375,-0.21372387209994673,-0.21372387209994673,20.95357590966123,50,209.6737766624843,14.328732747804265
DMRC,Digimarc Corporation,Technology,Information Technology Services,USA,312610000.0,0.0,12.71,6.3,0.0,0.0,37.81,36.52,-15442000,74.8306148055207,12.74780426599749,11.64366373902133,74.8306148055207,4.93970122516874,4.93970122516874,75.25721455457968,50,299.3099121706399,48.45671267252196
DNAI,"ProNAi Therapeutics, Inc.",Healthcare,Biotechnology,Canada,839320000.0,0.0,0.0,0.0,0.0,0.0,0.0,27.94,74.80552070263488,99.22208281053952,95.18193224592221,74.80552070263488,0.0,25.1693851944793,50,419.1844416562108,94.83061480552071
DNB,Dun & Bradstreet Corp.,Technology,Information & Delivery Services,USA,3860000000.0,16.97,2.33,0.0,21.27,1.73,-20.31,106.89,46400000,45.14429109159347,49.410288582183185,95.03136762860727,29.20953575909661,-1.2020725388601037,0.5279274611398963,45.99749058971142,50,314.79297365119197,55.48306148055207
DNKN,"Dunkin' Brands Group, Inc.",Services,Restaurants,USA,4750000000.0,29.17,6.07,0.0,77.62,2.13,10.34,49.88,535803000,21.104140526976163,23.5633626097867,95.00627352572145,6.599749058971143,-11.280063157894737,-9.150063157894738,2.233375156838143,50,198.50690087829364,11.668757841907151
DNN,Denison Mines Corp.,Basic Materials,Industrial Metals & Minerals,Canada,256899999.99999997,0.0,24.94,1.07,0.0,0.0,-45.08,0.49,0,74.73023839397742,8.080301129234629,71.89460476787954,74.73023839397742,-0.0,0.0,25.244667503136764,50,304.68005018820577,51.06649937264742
DNOW,NOW Inc.,Basic Materials,Oil & Gas Equipment & Services,USA,1660000000.0,86.11,0.45,0.86,18.06,0.0,-30.49,15.5,74000000,4.868255959849435,89.83688833124216,81.78168130489335,33.75156838143036,-4.457831325301205,-4.457831325301205,7.327478042659975,50,267.5658720200753,33.37515683814304
DNP,DNP Select Income Fund Inc.,Financial,Closed-End Fund - Equity,USA,2760000000.0,13.79,21.99,1.02,0.0,1.91,-2.96,9.93,0,54.88080301129234,8.431618569636136,73.60100376411543,74.68005018820577,-0.0,1.91,59.623588456712675,50,321.21706398996236,58.29360100376412
DNR,Denbury Resources Inc.,Basic Materials,Independent Oil & Gas,USA,1260000000.0,0.0,0.7,0.28,10.34,7.06,-59.28,3.54,0,74.65495608531995,83.11166875784191,91.91969887076536,44.416562107904646,-0.0,7.06,82.4090338770389,50,426.51191969887077,95.68381430363864
DO,"Diamond Offshore Drilling, Inc.",Basic Materials,Oil & Gas Drilling & Exploration,USA,2960000000.0,0.0,1.11,0.69,0.0,2.32,-35.26,21.57,0,74.62986198243414,71.19196988707654,87.75407779171894,74.62986198243414,-0.0,2.32,62.735257214554586,50,420.9410288582183,95.13174404015056
DOC,Physicians Realty Trust,Financial,REIT - Healthcare Facilities,USA,1110000000.0,0.0,12.63,1.33,0.0,5.78,-3.15,15.58,-510388000,74.6047678795483,12.8732747804266,63.588456712672524,74.6047678795483,45.9809009009009,51.7609009009009,98.77038895859474,50,374.4416562107905,82.48431618569636
DOOR,Masonite International Corporation,Industrial Goods,General Building Materials,USA,2049999999.9999998,0.0,1.12,3.05,46.99,0.0,2.61,67.72,-1000,74.57967377666247,70.84065244667504,30.58971141781681,12.396486825595986,4.878048780487805e-05,4.878048780487805e-05,35.55834378920954,50,273.9648682559598,36.110414052697614
DORM,"Dorman Products, Inc.",Consumer Goods,Auto Parts,USA,1770000000.0,20.29,2.33,3.5,35.2,0.0,11.06,49.7,35098000,35.75909661229611,49.46047678795483,26.42409033877039,17.340025094102888,-1.9829378531073447,-1.9829378531073447,13.14930991217064,50,192.13299874529486,10.01254705144291
DOV,Dover Corporation,Industrial Goods,Diversified Machinery,USA,9350000000.0,14.72,1.27,2.64,14.72,2.81,-18.06,59.77,775560000,52.396486825595986,67.4780426599749,35.834378920953576,38.26850690087829,-8.29475935828877,-5.48475935828877,5.470514429109159,50,249.44792973651192,26.524466750313675
DOW,The Dow Chemical Company,Basic Materials,Chemicals - Major Diversified,USA,49360000000.0,12.72,0.91,2.47,44.79,3.94,-12.41,42.62,2142000000,57.74153074027603,76.93851944792974,38.569636135508155,13.048933500627353,-4.339546191247974,-0.3995461912479743,19.84943538268507,50,256.14805520702635,28.908406524466752
DOX,Amdocs Limited,Technology,Business Software & Services,Channel Islands,8930000000.0,19.99,2.47,2.59,17.22,1.18,11.94,57.56,0,36.486825595984946,48.080301129234634,36.68757841907152,35.10664993726474,-0.0,1.18,53.52572145545796,50,259.8870765370138,30.363864491844417
DPLO,"Diplomat Pharmacy, Inc.",Healthcare,Drugs - Generic,USA,2560000000.0,671.67,0.97,5.38,0.0,0.0,56.69,40.3,-287293000,0.4767879548306148,75.0564617314931,15.006273525721456,74.45420326223338,11.2223828125,11.2223828125,88.6323713927227,50,303.62609786700125,50.48933500627353
DPM,DCP Midstream Partners LP,Basic Materials,Oil & Gas Pipelines,USA,3070000000.0,11.63,1.12,1.08,0.0,11.66,-30.64,26.76,-246000000,60.075282308657464,70.8155583437892,71.6185696361355,74.42910915934755,8.013029315960912,19.67302931596091,94.30363864491844,50,421.2421580928482,95.18193224592221
DPS,"Dr Pepper Snapple Group, Inc.",Consumer Goods,Beverages - Soft Drinks,USA,15080000000.0,21.53,2.43,6.68,32.85,2.43,1.48,79.0,360000000,32.672521957340024,48.306148055207025,10.715181932245923,18.996235884567128,-2.3872679045092835,0.04273209549071666,37.063989962358846,50,197.75407779171894,11.468005018820577
DPZ,"Domino's Pizza, Inc.",Services,Restaurants,USA,5740000000.0,33.7,2.76,0.0,54.64,1.19,0.57,104.48,106588000,17.089084065244666,45.269761606022584,94.73023839397742,10.464240903387704,-1.8569337979094078,-0.6669337979094079,18.318695106649937,50,235.87202007528228,22.233375156838143
DRE,Duke Realty Corporation,Financial,REIT - Industrial,USA,6650000000.0,44.81,6.27,2.04,66.13,3.53,-9.69,19.27,329042000,11.417816813048933,22.710163111668756,45.89711417816813,8.155583437892096,-4.948,-1.4180000000000006,15.23212045169385,50,153.41279799247175,3.036386449184442
DRH,Diamondrock Hospitality Co.,Financial,REIT - Hotel/Motel,USA,2420000000.0,16.72,2.65,1.33,32.84,4.15,-15.06,12.04,-67573000,46.12296110414052,46.5495608531995,63.4378920953576,19.04642409033877,2.7922727272727275,6.942272727272728,82.1831869510665,50,307.3400250941029,52.37139272271016
DRI,"Darden Restaurants, Inc.",Services,Restaurants,USA,8960000000.0,45.57,1.32,3.8,0.0,3.13,13.07,70.18,342600000,11.217063989962359,66.22333751568381,23.73902132998745,74.30363864491845,-3.823660714285714,-0.6936607142857141,18.193224592220826,50,243.67628607277288,24.49184441656211
DRII,"Diamond Resorts International, Inc.",Services,Resorts & Casinos,USA,1900000000.0,18.04,2.15,6.97,14.78,0.0,-23.63,25.98,84942000,41.78168130489335,52.12045169385194,10.037641154328734,38.14303638644919,-4.470631578947368,-4.470631578947368,7.302383939774153,50,199.38519447929738,11.944792973651191
DRNA,"Dicerna Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,213000000.0,0.0,1065.02,1.64,0.0,0.0,-58.87,10.34,-46249000,74.25345043914679,0.4767879548306148,54.93099121706398,74.25345043914679,21.713145539906105,21.713145539906105,94.9560853199498,50,348.870765370138,70.01254705144291
DRQ,"Dril-Quip, Inc.",Basic Materials,Oil & Gas Equipment & Services,USA,2210000000.0,10.82,2.36,1.68,13.4,0.0,-20.83,57.15,116740000,62.00752823086575,49.15934755332497,53.776662484316184,40.30112923462986,-5.2823529411764705,-5.2823529411764705,5.696361355081556,50,260.9410288582183,30.865746549560853
DRRX,DURECT Corporation,Healthcare,Drug Manufacturers - Other,USA,239720000.0,0.0,13.54,10.47,0.0,0.0,89.52,1.99,-17305000,74.20326223337516,11.493099121706399,5.746549560853199,74.20326223337516,7.218838645085933,7.218838645085933,82.65997490589712,50,298.306148055207,47.779171894604765
